column,nominal_position_mm,green_median,green_std
1.780000000000000000e+02,7.549931034482757930e+00,1.126700000000000000e+04,5.873774508936802476e+02
1.790000000000000000e+02,7.584965517241378130e+00,1.124300000000000000e+04,5.969280051653689725e+02
1.800000000000000000e+02,7.620000000000000107e+00,1.112300000000000000e+04,6.321230059470093465e+02
1.810000000000000000e+02,7.655034482758620307e+00,1.126700000000000000e+04,5.950138300447382562e+02
1.820000000000000000e+02,7.690068965517240507e+00,1.125100000000000000e+04,5.737364485325730357e+02
1.830000000000000000e+02,7.725103448275861595e+00,1.128300000000000000e+04,6.246004150013327489e+02
1.840000000000000000e+02,7.760137931034481795e+00,1.115500000000000000e+04,5.968466436900516783e+02
1.850000000000000000e+02,7.795172413793103772e+00,1.121900000000000000e+04,6.029292947802661047e+02
1.860000000000000000e+02,7.830206896551723972e+00,1.117100000000000000e+04,6.101553687245026367e+02
1.870000000000000000e+02,7.865241379310344172e+00,1.109100000000000000e+04,6.131260040226446790e+02
1.880000000000000000e+02,7.900275862068965260e+00,1.112300000000000000e+04,5.976333164862688818e+02
1.890000000000000000e+02,7.935310344827585460e+00,1.110700000000000000e+04,6.185702495208381606e+02
1.900000000000000000e+02,7.970344827586206549e+00,1.110700000000000000e+04,6.123087854588069376e+02
1.910000000000000000e+02,8.005379310344826749e+00,1.104300000000000000e+04,6.357339755846139724e+02
1.920000000000000000e+02,8.040413793103446949e+00,1.088200000000000000e+04,6.571136675833012077e+02
1.930000000000000000e+02,8.075448275862068925e+00,1.097100000000000000e+04,6.257817040912660786e+02
1.940000000000000000e+02,8.110482758620689125e+00,1.094700000000000000e+04,5.971699426433647204e+02
1.950000000000000000e+02,8.145517241379311102e+00,1.093100000000000000e+04,6.192241739560058704e+02
1.960000000000000000e+02,8.180551724137931302e+00,1.086600000000000000e+04,5.871835563815343448e+02
1.970000000000000000e+02,8.215586206896551502e+00,1.077800000000000000e+04,6.134661337601976356e+02
1.980000000000000000e+02,8.250620689655171702e+00,1.079400000000000000e+04,6.183335334615450165e+02
1.990000000000000000e+02,8.285655172413791902e+00,1.065800000000000000e+04,5.842702632314528728e+02
2.000000000000000000e+02,8.320689655172413879e+00,1.072200000000000000e+04,6.085484353380322773e+02
2.010000000000000000e+02,8.355724137931034079e+00,1.060200000000000000e+04,6.026477249527699769e+02
2.020000000000000000e+02,8.390758620689654279e+00,1.059400000000000000e+04,6.152084614877371678e+02
2.030000000000000000e+02,8.425793103448276256e+00,1.059400000000000000e+04,6.457097053831383846e+02
2.040000000000000000e+02,8.460827586206896456e+00,1.054600000000000000e+04,5.655390655833177789e+02
2.050000000000000000e+02,8.495862068965516656e+00,1.059400000000000000e+04,5.992865843398984680e+02
2.060000000000000000e+02,8.530896551724136856e+00,1.061000000000000000e+04,6.047982577315875687e+02
2.070000000000000000e+02,8.565931034482757056e+00,1.051400000000000000e+04,5.684802897533212445e+02
2.080000000000000000e+02,8.600965517241379032e+00,1.050600000000000000e+04,5.004427833131195484e+02
2.090000000000000000e+02,8.635999999999999233e+00,1.054600000000000000e+04,5.514841673197944374e+02
2.100000000000000000e+02,8.671034482758621209e+00,1.052200000000000000e+04,5.483470406720786059e+02
2.110000000000000000e+02,8.706068965517241409e+00,1.051400000000000000e+04,5.548105351737336832e+02
2.120000000000000000e+02,8.741103448275861609e+00,1.053000000000000000e+04,4.759739547289852339e+02
2.130000000000000000e+02,8.776137931034481809e+00,1.051400000000000000e+04,5.246550170004151141e+02
2.140000000000000000e+02,8.811172413793102010e+00,1.048200000000000000e+04,5.046491271664789906e+02
2.150000000000000000e+02,8.846206896551723986e+00,1.053000000000000000e+04,4.976700267347108024e+02
2.160000000000000000e+02,8.881241379310344186e+00,1.054600000000000000e+04,4.973898581121669622e+02
2.170000000000000000e+02,8.916275862068964386e+00,1.048200000000000000e+04,5.086436392989274395e+02
2.180000000000000000e+02,8.951310344827586363e+00,1.059400000000000000e+04,5.885321520567562175e+02
2.190000000000000000e+02,8.986344827586206563e+00,1.054600000000000000e+04,5.073736693932373782e+02
2.200000000000000000e+02,9.021379310344826763e+00,1.061000000000000000e+04,5.596881883693085911e+02
2.210000000000000000e+02,9.056413793103446963e+00,1.051400000000000000e+04,5.610168505179018439e+02
2.220000000000000000e+02,9.091448275862067163e+00,1.064200000000000000e+04,5.664103011565606494e+02
2.230000000000000000e+02,9.126482758620689140e+00,1.053800000000000000e+04,5.613297099640165015e+02
